invoice_id,customer_id,customer_name,customer_segment,region,sales_rep,collector,invoice_date,due_date,payment_terms,invoice_amount,paid_amount,outstanding_balance,payment_date,days_outstanding,days_overdue,payment_status,collection_status,payment_method,promise_to_pay_date,last_contact_date
RCV-0665,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-02-28,2025-03-30,30,113212.57,113212.57,0.0,2025-04-23,93,63,Paid,61-90 DPD,Check,,
RCV-0666,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-03-27,2025-06-25,90,114485.67,0.0,114485.67,,66,0,Current,Current,Credit Card,,
RCV-0667,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-21,2025-02-05,15,56099.52,56099.52,0.0,2025-02-19,131,116,Paid,90+ DPD,Credit Card,,
RCV-0668,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-25,2025-02-09,15,43348.2,43348.2,0.0,2025-02-28,127,112,Paid,90+ DPD,Wire,,
RCV-0669,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-10,2025-02-09,30,40088.16,40088.16,0.0,2025-02-11,142,112,Paid,90+ DPD,Credit Card,,
RCV-0670,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-20,2025-02-19,30,16217.89,16217.89,0.0,2025-03-10,132,102,Paid,90+ DPD,Wire,,
RCV-0671,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-04-14,2025-06-13,60,106597.73,0.0,106597.73,,48,0,Current,Current,Check,,
RCV-0672,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-05-07,2025-05-22,15,82725.16,82725.16,0.0,2025-05-11,25,10,Paid,1-30 DPD,Wire,,
RCV-0673,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-02-18,2025-05-19,90,118067.19,23704.98,94362.21,2025-05-01,103,13,Partial,1-30 DPD,Wire,,2025-05-31
RCV-0674,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-01-07,2025-04-07,90,86806.07,86806.07,0.0,2025-05-26,145,55,Paid,31-60 DPD,ACH,,
RCV-0675,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-02-28,2025-05-29,90,95566.54,95566.54,0.0,2025-03-25,93,3,Paid,1-30 DPD,Credit Card,,
RCV-0676,CUST-020,Regional Health Gov,Government,West,Laura Chen,Isabela Costa,2025-03-27,2025-05-26,60,5630.34,5630.34,0.0,2025-04-28,66,6,Paid,1-30 DPD,Check,,
RCV-0677,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-03-15,2025-05-14,60,64795.36,64795.36,0.0,2025-05-13,78,18,Paid,1-30 DPD,Wire,,
RCV-0678,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-02-19,2025-04-05,45,63674.32,63674.32,0.0,2025-04-13,102,57,Paid,31-60 DPD,Credit Card,,
RCV-0679,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-01-15,2025-01-30,15,23675.25,23675.25,0.0,2025-05-28,137,122,Paid,90+ DPD,Check,,
RCV-0680,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-04-27,2025-05-12,15,6477.88,6477.88,0.0,2025-05-31,35,20,Paid,1-30 DPD,Credit Card,,
RCV-0681,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-03-11,2025-05-10,60,113206.27,113206.27,0.0,2025-03-29,82,22,Paid,1-30 DPD,Credit Card,,
RCV-0682,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-03-27,2025-04-26,30,51581.38,51581.38,0.0,2025-05-26,66,36,Paid,31-60 DPD,Wire,,
RCV-0683,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-03-17,2025-04-01,15,6722.97,2446.01,4276.96,2025-04-27,76,61,Partial,61-90 DPD,Check,,2025-05-30
RCV-0684,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-01-21,2025-04-21,90,119421.72,0.0,119421.72,,131,41,Overdue,31-60 DPD,ACH,,2025-05-30
RCV-0685,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-04-22,2025-06-06,45,84946.95,0.0,84946.95,,40,0,Current,Current,Credit Card,,
RCV-0686,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-04-26,2025-06-25,60,8459.97,0.0,8459.97,,36,0,Current,Current,Credit Card,,
RCV-0687,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-02-27,2025-03-14,15,79883.08,0.0,79883.08,,94,79,Overdue,61-90 DPD,Wire,2025-06-15,2025-05-30
RCV-0688,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-30,2025-02-28,60,17438.61,0.0,17438.61,,153,93,Overdue,90+ DPD,ACH,2025-06-13,2025-05-28
RCV-0689,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-02-04,2025-02-19,15,58949.05,58949.05,0.0,2025-03-29,117,102,Paid,90+ DPD,Check,,
RCV-0690,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-13,2025-01-27,45,65478.39,65478.39,0.0,2025-05-17,170,125,Paid,90+ DPD,Credit Card,,
RCV-0691,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-01-30,2025-04-30,90,23887.4,23887.4,0.0,2025-06-01,122,32,Paid,31-60 DPD,Check,,
RCV-0692,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-01-05,2025-01-20,15,8035.56,8035.56,0.0,2025-01-27,147,132,Paid,90+ DPD,ACH,,
RCV-0693,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-03-01,2025-05-30,90,37455.27,37455.27,0.0,2025-06-01,92,2,Paid,1-30 DPD,Credit Card,,
RCV-0694,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-16,2025-01-15,30,18452.77,0.0,18452.77,,167,137,Overdue,90+ DPD,Wire,,2025-05-30
RCV-0695,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-02-08,2025-03-25,45,118365.97,118365.97,0.0,2025-05-02,113,68,Paid,61-90 DPD,Wire,,
RCV-0696,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-03-22,2025-04-21,30,12225.44,0.0,12225.44,,71,41,Overdue,31-60 DPD,ACH,2025-06-19,2025-05-21
RCV-0697,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-04-07,2025-05-07,30,2044.35,0.0,2044.35,,55,25,Overdue,1-30 DPD,Check,,2025-05-24
RCV-0698,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-03-12,2025-03-27,15,90249.01,90249.01,0.0,2025-04-03,81,66,Paid,61-90 DPD,Credit Card,,
RCV-0699,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-31,2025-03-31,90,111905.93,0.0,111905.93,,152,62,Overdue,61-90 DPD,Wire,,2025-05-18
RCV-0700,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-30,2025-01-29,30,27424.13,27424.13,0.0,2025-05-27,153,123,Paid,90+ DPD,Wire,,
RCV-0701,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-01-26,2025-04-26,90,38323.29,0.0,38323.29,,126,36,Overdue,31-60 DPD,Credit Card,2025-06-29,2025-05-22
RCV-0702,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-01-05,2025-01-20,15,40417.06,40417.06,0.0,2025-02-16,147,132,Paid,90+ DPD,ACH,,
RCV-0703,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-16,2025-01-30,45,92080.7,92080.7,0.0,2025-03-23,167,122,Paid,90+ DPD,Wire,,
RCV-0704,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-04-28,2025-05-13,15,49163.3,49163.3,0.0,2025-05-25,34,19,Paid,1-30 DPD,ACH,,
RCV-0705,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-21,2025-02-04,45,42468.58,42468.58,0.0,2025-02-25,162,117,Paid,90+ DPD,Check,,
RCV-0706,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-24,2025-02-07,45,108838.02,108838.02,0.0,2025-02-02,159,114,Paid,90+ DPD,ACH,,
RCV-0707,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-02-07,2025-05-08,90,23206.56,23206.56,0.0,2025-04-25,114,24,Paid,1-30 DPD,ACH,,
RCV-0708,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-05-04,2025-05-19,15,70782.94,0.0,70782.94,,28,13,Overdue,1-30 DPD,ACH,,2025-05-18
RCV-0709,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-04-29,2025-05-29,30,6287.66,6287.66,0.0,2025-05-20,33,3,Paid,1-30 DPD,Credit Card,,
RCV-0710,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-01-24,2025-03-25,60,74163.26,74163.26,0.0,2025-01-27,128,68,Paid,61-90 DPD,Check,,
RCV-0711,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-05-04,2025-07-03,60,62600.75,0.0,62600.75,,28,0,Current,Current,Wire,,
RCV-0712,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2024-12-09,2025-02-07,60,112428.11,112428.11,0.0,2025-03-15,174,114,Paid,90+ DPD,Credit Card,,
RCV-0713,CUST-021,LuxuryGoods SA,Retail,Central,Maria Gonzalez,Felipe Morales,2025-02-22,2025-03-09,15,117019.87,117019.87,0.0,2025-04-13,99,84,Paid,61-90 DPD,ACH,,
RCV-0714,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-01-11,2025-04-11,90,39034.98,39034.98,0.0,2025-02-13,141,51,Paid,31-60 DPD,Wire,,
RCV-0715,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-04-05,2025-05-20,45,103008.74,103008.74,0.0,2025-05-21,57,12,Paid,1-30 DPD,Check,,
RCV-0716,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-02-01,2025-04-02,60,17953.98,17953.98,0.0,2025-02-20,120,60,Paid,31-60 DPD,Wire,,
RCV-0717,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-05,2025-06-03,90,105951.11,0.0,105951.11,,88,0,Current,Current,Check,,
RCV-0718,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-18,2025-04-02,15,60403.53,60403.53,0.0,2025-04-25,75,60,Paid,31-60 DPD,Wire,,
RCV-0719,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-29,2025-04-13,15,11583.14,11583.14,0.0,2025-04-15,64,49,Paid,31-60 DPD,Wire,,
RCV-0720,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-05-04,2025-06-03,30,99437.14,0.0,99437.14,,28,0,Current,Current,ACH,,
RCV-0721,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-04-06,2025-06-05,60,89369.49,89369.49,0.0,2025-05-18,56,0,Paid,Current,ACH,,
RCV-0722,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-01-05,2025-02-19,45,75683.75,75683.75,0.0,2025-03-12,147,102,Paid,90+ DPD,Credit Card,,
RCV-0723,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-02-18,2025-03-05,15,95937.04,95937.04,0.0,2025-04-06,103,88,Paid,61-90 DPD,ACH,,
RCV-0724,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-05-27,2025-06-11,15,16413.73,0.0,16413.73,,5,0,Current,Current,Check,,
RCV-0725,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-04-06,2025-05-06,30,28381.58,28381.58,0.0,2025-05-18,56,26,Paid,1-30 DPD,ACH,,
RCV-0726,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-02-25,2025-03-27,30,69628.56,69628.56,0.0,2025-05-20,96,66,Paid,61-90 DPD,ACH,,
RCV-0727,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-20,2025-05-04,45,81658.84,81658.84,0.0,2025-03-21,73,28,Paid,1-30 DPD,Credit Card,,
RCV-0728,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-01-31,2025-02-15,15,29078.82,29078.82,0.0,2025-03-16,121,106,Paid,90+ DPD,Credit Card,,
RCV-0729,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-09,2025-04-08,30,36206.34,36206.34,0.0,2025-05-29,84,54,Paid,31-60 DPD,Wire,,
RCV-0730,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-02-06,2025-03-23,45,80417.83,80417.83,0.0,2025-04-04,115,70,Paid,61-90 DPD,Check,,
RCV-0731,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-13,2025-05-12,60,45000.83,45000.83,0.0,2025-06-01,80,20,Paid,1-30 DPD,Credit Card,,
RCV-0732,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-01-01,2025-02-15,45,26342.36,26342.36,0.0,2025-03-06,151,106,Paid,90+ DPD,Check,,
RCV-0733,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-02-22,2025-05-23,90,3005.3,3005.3,0.0,2025-05-03,99,9,Paid,1-30 DPD,Wire,,
RCV-0734,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-05-19,2025-06-18,30,97922.81,0.0,97922.81,,13,0,Current,Current,Credit Card,,
RCV-0735,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-04-04,2025-06-03,60,4655.09,0.0,4655.09,,58,0,Current,Current,Credit Card,,
RCV-0736,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-04-05,2025-06-04,60,31008.71,31008.71,0.0,2025-05-09,57,0,Paid,Current,ACH,,
RCV-0737,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-04-16,2025-05-16,30,5709.84,0.0,5709.84,,46,16,Overdue,1-30 DPD,ACH,2025-06-15,2025-05-30
RCV-0738,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-01-26,2025-03-27,60,58163.84,0.0,58163.84,,126,66,Overdue,61-90 DPD,Check,2025-06-10,2025-05-19
RCV-0739,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-05-05,2025-08-03,90,95902.84,0.0,95902.84,,27,0,Current,Current,ACH,,
RCV-0740,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-02-26,2025-03-13,15,110210.46,76106.72,34103.74,2025-03-04,95,80,Partial,61-90 DPD,Credit Card,2025-06-09,2025-05-24
RCV-0741,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2024-12-08,2025-03-08,90,2502.54,0.0,2502.54,,175,85,Overdue,61-90 DPD,Check,2025-06-20,2025-05-31
RCV-0742,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-16,2025-03-31,15,81333.16,17578.48,63754.68,2025-05-22,77,62,Partial,61-90 DPD,Credit Card,,2025-05-18
RCV-0743,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2024-12-28,2025-02-11,45,95246.2,95246.2,0.0,2025-04-19,155,110,Paid,90+ DPD,ACH,,
RCV-0744,CUST-022,ConsultPro Group,SMB,Central,Pedro Alvarez,Felipe Morales,2025-03-04,2025-04-18,45,117565.99,117565.99,0.0,2025-03-07,89,44,Paid,31-60 DPD,ACH,,
RCV-0745,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-01-09,2025-03-10,60,77128.23,77128.23,0.0,2025-04-20,143,83,Paid,61-90 DPD,Wire,,
RCV-0746,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-02-23,2025-04-09,45,10312.45,10312.45,0.0,2025-05-11,98,53,Paid,31-60 DPD,Wire,,
RCV-0747,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-03-06,2025-06-04,90,7707.86,0.0,7707.86,,87,0,Current,Current,ACH,,
RCV-0748,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2024-12-03,2025-03-03,90,40554.97,40554.97,0.0,2024-12-22,180,90,Paid,61-90 DPD,Credit Card,,
RCV-0749,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-02-02,2025-02-17,15,42626.4,42626.4,0.0,2025-05-06,119,104,Paid,90+ DPD,Wire,,
RCV-0750,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2024-12-05,2025-02-03,60,105629.69,105629.69,0.0,2025-03-29,178,118,Paid,90+ DPD,Check,,
RCV-0751,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-05-18,2025-06-17,30,7671.05,7671.05,0.0,2025-05-21,14,0,Paid,Current,Check,,
RCV-0752,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2024-12-18,2025-03-18,90,59948.41,59948.41,0.0,2025-04-04,165,75,Paid,61-90 DPD,Wire,,
RCV-0753,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-05-25,2025-06-24,30,62623.44,62623.44,0.0,2025-06-10,7,0,Paid,Current,Credit Card,,
RCV-0754,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2024-12-26,2025-03-26,90,93709.42,93709.42,0.0,2025-02-17,157,67,Paid,61-90 DPD,Wire,,
RCV-0755,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-05-12,2025-06-26,45,35575.56,0.0,35575.56,,20,0,Current,Current,Check,,
RCV-0756,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-03-25,2025-05-24,60,32056.71,32056.71,0.0,2025-06-01,68,8,Paid,1-30 DPD,Credit Card,,
RCV-0757,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-03-28,2025-05-27,60,39354.83,39354.83,0.0,2025-06-01,65,5,Paid,1-30 DPD,Check,,
RCV-0758,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-04-29,2025-05-14,15,113029.4,113029.4,0.0,2025-05-07,33,18,Paid,1-30 DPD,Wire,,
RCV-0759,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-05-17,2025-08-15,90,70035.05,0.0,70035.05,,15,0,Current,Current,ACH,,
RCV-0760,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-03-26,2025-06-24,90,80668.3,0.0,80668.3,,67,0,Current,Current,Credit Card,,
RCV-0761,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-02-28,2025-04-14,45,98772.31,98772.31,0.0,2025-05-11,93,48,Paid,31-60 DPD,ACH,,
RCV-0762,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-04-24,2025-05-24,30,20200.49,12364.76,7835.73,2025-05-23,38,8,Partial,1-30 DPD,Check,,2025-05-31
RCV-0763,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-05-14,2025-06-28,45,100333.84,0.0,100333.84,,18,0,Current,Current,ACH,,
RCV-0764,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2024-12-04,2025-01-03,30,9847.33,9847.33,0.0,2025-01-18,179,149,Paid,90+ DPD,Check,,
RCV-0765,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-05-18,2025-07-17,60,43150.67,0.0,43150.67,,14,0,Current,Current,Credit Card,,
RCV-0766,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2024-12-13,2025-01-12,30,32685.87,32685.87,0.0,2025-01-16,170,140,Paid,90+ DPD,Check,,
RCV-0767,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-01-27,2025-02-11,15,16484.71,0.0,16484.71,,125,110,Overdue,90+ DPD,Check,2025-06-12,2025-05-30
RCV-0768,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-03-11,2025-03-26,15,23824.32,23824.32,0.0,2025-05-22,82,67,Paid,61-90 DPD,Check,,
RCV-0769,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-03-07,2025-05-06,60,5443.35,0.0,5443.35,,86,26,Overdue,1-30 DPD,ACH,2025-06-04,2025-05-31
RCV-0770,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-03-22,2025-05-06,45,23398.72,23398.72,0.0,2025-05-17,71,26,Paid,1-30 DPD,Credit Card,,
RCV-0771,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-01-05,2025-02-04,30,75715.73,75715.73,0.0,2025-03-02,147,117,Paid,90+ DPD,Check,,
RCV-0772,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2024-12-18,2025-02-16,60,31757.77,31757.77,0.0,2025-03-08,165,105,Paid,90+ DPD,ACH,,
RCV-0773,CUST-023,HeavyMachinery Corp,Enterprise,North,Pedro Alvarez,Isabela Costa,2025-04-04,2025-05-19,45,11463.22,11463.22,0.0,2025-04-10,58,13,Paid,1-30 DPD,Credit Card,,
RCV-0774,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-04-27,2025-06-26,60,33815.27,0.0,33815.27,,35,0,Current,Current,Wire,,
RCV-0775,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-18,2025-01-17,30,16105.33,0.0,16105.33,,165,135,Overdue,90+ DPD,Check,,2025-05-26
RCV-0776,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-01-15,2025-03-01,45,28653.81,28653.81,0.0,2025-03-18,137,92,Paid,90+ DPD,Check,,
RCV-0777,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-04-18,2025-06-17,60,81785.48,81785.48,0.0,2025-05-05,44,0,Paid,Current,ACH,,
RCV-0778,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-05-12,2025-06-26,45,78032.26,0.0,78032.26,,20,0,Current,Current,Credit Card,,
RCV-0779,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-19,2025-01-03,15,98684.53,98684.53,0.0,2025-02-06,164,149,Paid,90+ DPD,Check,,
RCV-0780,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-05,2025-01-19,45,31341.11,31341.11,0.0,2024-12-18,178,133,Paid,90+ DPD,Credit Card,,
RCV-0781,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-22,2025-03-22,90,73004.6,73004.6,0.0,2025-03-29,161,71,Paid,61-90 DPD,ACH,,
RCV-0782,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-03-11,2025-06-09,90,20757.08,20757.08,0.0,2025-05-13,82,0,Paid,Current,Wire,,
RCV-0783,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-05,2025-02-03,60,16998.21,16998.21,0.0,2025-01-28,178,118,Paid,90+ DPD,ACH,,
RCV-0784,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-03-22,2025-05-06,45,11842.17,11842.17,0.0,2025-05-01,71,26,Paid,1-30 DPD,ACH,,
RCV-0785,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-01-19,2025-02-03,15,89447.45,89447.45,0.0,2025-05-19,133,118,Paid,90+ DPD,ACH,,
RCV-0786,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2024-12-23,2025-01-22,30,68985.47,68985.47,0.0,2025-04-01,160,130,Paid,90+ DPD,Credit Card,,
RCV-0787,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-04-30,2025-06-29,60,68889.85,0.0,68889.85,,32,0,Current,Current,Credit Card,,
RCV-0788,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-02-09,2025-04-10,60,7818.9,7818.9,0.0,2025-02-13,112,52,Paid,31-60 DPD,Credit Card,,
RCV-0789,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-02-24,2025-04-10,45,101197.6,70304.37,30893.23,2025-03-29,97,52,Partial,31-60 DPD,Wire,2025-06-15,2025-05-26
RCV-0790,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-01-02,2025-04-02,90,11831.85,11831.85,0.0,2025-05-06,150,60,Paid,31-60 DPD,Credit Card,,
RCV-0791,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-03-06,2025-05-05,60,52583.31,16640.69,35942.62,2025-04-13,87,27,Partial,1-30 DPD,ACH,2025-06-16,2025-05-19
RCV-0792,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-01-20,2025-03-21,60,19975.36,19975.36,0.0,2025-03-29,132,72,Paid,61-90 DPD,Credit Card,,
RCV-0793,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-01-04,2025-03-05,60,80166.96,0.0,80166.96,,148,88,Overdue,61-90 DPD,Check,2025-06-19,2025-05-20
RCV-0794,CUST-024,GreenEnergy Ltd,SMB,East,Sofia Martinez,Elena Ruiz,2025-02-14,2025-03-16,30,115371.58,115371.58,0.0,2025-04-14,107,77,Paid,61-90 DPD,Credit Card,,
